,Player,Height (m),Weight (kg),Born,NBA_Rookie,NBA_Retired,Position,Birth Date,Pos,Team
307,Jim Mooney,196.0,97.0,1930.0,1953.0,1953.0,F,"July 8, 1930",,
308,Bob Naber,190.0,83.0,1929.0,1953.0,1953.0,F,"September 3, 1929",,
309,John O'Boyle,188.0,83.0,1928.0,1953.0,1953.0,G,"March 7, 1928",,
310,Mike O'Neill,190.0,95.0,1928.0,1953.0,1953.0,F,,,
311,Claude Overton,188.0,88.0,1927.0,1953.0,1953.0,G,"December 16, 1927",,
312,Ralph Polson,201.0,90.0,1929.0,1953.0,1953.0,F-C,"October 26, 1929",,
313,Bob Priddy,190.0,86.0,1930.0,1953.0,1953.0,F,"March 24, 1930",,
314,Moe Radovich,183.0,72.0,1929.0,1953.0,1953.0,G,"May 5, 1929",,
315,Sherwin Raiken,188.0,83.0,1928.0,1953.0,1953.0,G,"October 29, 1928",,
316,Gene Rhodes,185.0,77.0,1927.0,1953.0,1953.0,G,"September 2, 1927",,
317,Dick Surhoff,193.0,95.0,1929.0,1953.0,1954.0,F,"November 16, 1929",,
318,Mark Workman,206.0,97.0,1930.0,1953.0,1954.0,F-C,"March 10, 1930",,
319,Zeke Zawoluk,201.0,97.0,1930.0,1953.0,1955.0,F-C,"October 13, 1930",,
320,Don Ackerman,183.0,83.0,1930.0,1954.0,1954.0,G,"September 4, 1930",,
321,Don Asmonga,188.0,83.0,1928.0,1954.0,1954.0,G,"February 15, 1928",,
322,Ernie Barrett,190.0,81.0,1929.0,1954.0,1956.0,G-F,"August 27, 1929",,
323,Ernie Beck,193.0,86.0,1931.0,1954.0,1961.0,G-F,"December 11, 1931",,
324,Irv Bemoras,190.0,83.0,1930.0,1954.0,1957.0,F-G,"November 18, 1930",,
325,Bill Bolger,196.0,92.0,1931.0,1954.0,1954.0,F,"August 21, 1931",,
326,Walt Davis,203.0,92.0,1931.0,1954.0,1958.0,C-F,"January 5, 1931",,
327,Gene Dyker,198.0,102.0,1930.0,1954.0,1954.0,F,"February 17, 1930",,
328,Ed Earle,190.0,86.0,1927.0,1954.0,1954.0,F,"April 28, 1927",,
329,Ray Felix,211.0,99.0,1930.0,1954.0,1962.0,C,"December 10, 1930",,
330,Jim Fritsche,203.0,95.0,1931.0,1954.0,1955.0,F-C,"December 10, 1931",,
331,Jack George,188.0,86.0,1928.0,1954.0,1961.0,G,"November 13, 1928",,
332,Bato Govedarica,180.0,83.0,1928.0,1954.0,1954.0,G,"April 17, 1928",,
333,Norm Grekin,196.0,81.0,1930.0,1954.0,1954.0,F,"June 22, 1930",,
334,Rollen Hans,188.0,95.0,1931.0,1954.0,1955.0,G,"April 13, 1931",,
335,Bob Houbregs*,201.0,95.0,1932.0,,,,,,
336,Billy Kenville,188.0,84.0,1930.0,1954.0,1960.0,G-F,"December 1, 1930",,
337,Dick Knostman,198.0,97.0,1931.0,1954.0,1954.0,C,"August 9, 1931",,
338,Clyde Lovellette*,206.0,106.0,1929.0,,,,,,
339,Jim Luisi,188.0,81.0,1928.0,1954.0,1954.0,G,"November 2, 1928",,
340,Jack Molinas,198.0,90.0,1931.0,1954.0,1954.0,F,"October 31, 1931",,
341,Jim Neal,211.0,106.0,1930.0,1954.0,1955.0,C,"May 21, 1930",,
342,Paul Nolen,211.0,106.0,1929.0,1954.0,1954.0,C,"September 3, 1929",,
343,Bob Peterson,196.0,95.0,1932.0,1954.0,1956.0,F,"January 25, 1932",,
344,James Phelan,196.0,88.0,1925.0,1954.0,1954.0,G,"March 19, 1929",,
345,Connie Rea,190.0,79.0,1935.0,1954.0,1954.0,G-F,"January 27, 1935",,
346,Frank Reddout,196.0,88.0,1935.0,1954.0,1954.0,F,,,
347,Al Roges,193.0,88.0,1930.0,1954.0,1955.0,G-F,"October 25, 1930",,
348,Ed Smith,198.0,81.0,1929.0,1954.0,1954.0,F,"July 5, 1929",,
349,Joe Smyth,190.0,97.0,1929.0,1954.0,1954.0,F,"May 22, 1929",,
350,Don Sunderlage,185.0,81.0,1929.0,1954.0,1955.0,G,"December 20, 1929",,
351,Norm Swanson,198.0,95.0,1930.0,1954.0,1954.0,F,"October 4, 1930",,
352,Hal Uplinger,193.0,83.0,1929.0,1954.0,1954.0,G,"September 30, 1929",,
353,Isaac Walthour,180.0,73.0,1930.0,1954.0,1954.0,G,"August 25, 1930",,
354,George Yardley*,196.0,86.0,1928.0,,,,,,
355,Don Anielak,201.0,86.0,1930.0,1955.0,1955.0,F,"November 1, 1930",,
356,Tom Brennan,190.0,88.0,1930.0,1955.0,1955.0,F,"August 6, 1930",,
357,Bob Carney,190.0,77.0,1932.0,1955.0,1955.0,G,"August 3, 1932",,
358,Fred Christ,193.0,95.0,1930.0,1955.0,1955.0,G,"August 6, 1930",,
359,Bert Cook,190.0,83.0,1929.0,1955.0,1955.0,G-F,"April 26, 1929",,
360,Larry Costello,185.0,84.0,1931.0,1955.0,1968.0,G,"July 2, 1931",,
361,George Dempsey,188.0,86.0,1929.0,1955.0,1959.0,G,"July 19, 1929",,
362,Fred Diute,190.0,95.0,1929.0,1955.0,1955.0,G,"January 9, 1929",,
363,Dick Farley,193.0,86.0,1932.0,1955.0,1959.0,G-F,"April 13, 1932",,
364,Chuck Grigsby,196.0,86.0,1928.0,1955.0,1955.0,G,"August 15, 1928",,
365,Herm Hedderick,196.0,77.0,1930.0,1955.0,1955.0,G,"January 10, 1930",,
366,Ed Kalafat,198.0,111.0,1932.0,1955.0,1957.0,C-F,"October 13, 1932",,
367,Mike Kearns,188.0,80.0,1929.0,1955.0,1955.0,G,"June 18, 1929",,
368,Red Kerr,206.0,104.0,1932.0,1955.0,1966.0,C-F,"July 17, 1932",,
369,Dan King,198.0,99.0,1931.0,1955.0,1955.0,F,"January 7, 1931",,
370,Bob Knight,188.0,83.0,1929.0,1955.0,1955.0,G-F,"April 30, 1929",,
371,Ronnie MacGilvray,188.0,83.0,1930.0,1955.0,1955.0,G,"July 20, 1930",,
372,Tom Marshall,193.0,97.0,1931.0,1955.0,1959.0,F-G,"January 6, 1931",,
373,Phil Martin,190.0,86.0,1928.0,1955.0,1955.0,G,"April 2, 1928",,
374,Ken McBride,190.0,86.0,1928.0,1955.0,1955.0,G-F,,,
375,Carl McNulty,190.0,83.0,1930.0,1955.0,1955.0,G,"February 14, 1930",,
376,Jackie Moore,196.0,81.0,1932.0,1955.0,1957.0,F,"September 24, 1932",,
377,Red Morrison,203.0,99.0,1932.0,1955.0,1958.0,F-C,"April 26, 1932",,
378,Boris Nachamkin,198.0,95.0,1933.0,1955.0,1955.0,F,"December 6, 1933",,
379,Togo Palazzi,193.0,92.0,1932.0,1955.0,1960.0,F-G,"August 8, 1932",,
380,Bob Pettit*,206.0,92.0,1932.0,,,,,,
381,Frank Ramsey*,190.0,86.0,1931.0,,,,,,
382,Dick Rosenthal,196.0,92.0,1930.0,1955.0,1957.0,F-G,"January 20, 1930",,
383,Frank Selvy,190.0,81.0,1932.0,1955.0,1964.0,G-F,"November 9, 1932",,
384,Gene Shue,188.0,77.0,1931.0,1955.0,1964.0,G,"December 18, 1931",,
385,Art Spoelstra,206.0,99.0,1932.0,1955.0,1958.0,C,"September 11, 1932",,
386,Jim Tucker,201.0,83.0,1932.0,1955.0,1957.0,F,"December 11, 1932",,
387,Jack Turner,193.0,77.0,1930.0,1955.0,1955.0,F-G,"June 29, 1930",,
389,Bobby Watson,183.0,72.0,1930.0,1955.0,1955.0,G,"March 22, 1930",,
390,Skippy Whitaker,185.0,81.0,1930.0,1955.0,1955.0,G,"August 29, 1930",,
391,Jesse Arnelle,196.0,99.0,1933.0,1956.0,1956.0,F,"December 30, 1933",,
392,Dick Atha,188.0,86.0,1931.0,1956.0,1958.0,G,"September 21, 1931",,
393,Don Bielke,201.0,108.0,1931.0,1956.0,1956.0,C,,,
394,Ed Conlin,196.0,90.0,1933.0,1956.0,1962.0,F-G,"September 2, 1933",,
395,Red Davis,201.0,99.0,1932.0,1956.0,1956.0,C,"April 22, 1932",,
396,Corky Devlin,196.0,88.0,1931.0,1956.0,1958.0,G,"December 21, 1931",,
397,Walter Dukes,213.0,99.0,1930.0,1956.0,1963.0,C,"June 23, 1930",,
398,Ron Feiereisel,190.0,83.0,1931.0,1956.0,1956.0,G,"August 6, 1931",,
399,Al Ferrari,193.0,86.0,1933.0,1956.0,1963.0,G-F,"July 6, 1933",,
400,Ed Fleming,190.0,85.0,1933.0,1956.0,1960.0,G-F,"July 25, 1933",,
401,Dick Garmaker,190.0,90.0,1932.0,1956.0,1961.0,G-F,"October 29, 1932",,
402,Tom Gola*,198.0,92.0,1933.0,,,,,,
403,Chris Harris,190.0,86.0,1933.0,1956.0,1956.0,G,"August 11, 1933",,
404,Dick Hemric,198.0,99.0,1933.0,1956.0,1957.0,F,"August 29, 1933",,
405,Larry Hennessy,190.0,83.0,1929.0,1956.0,1957.0,G,"May 20, 1929",,
406,Johnny Horan,203.0,86.0,1932.0,1956.0,1956.0,F,"November 24, 1932",,
407,Jim Loscutoff,196.0,99.0,1930.0,1956.0,1964.0,F,"February 4, 1930",,
408,Chuck Mencel,183.0,76.0,1933.0,1956.0,1957.0,G,"April 21, 1933",,
409,Chuck Noble,193.0,86.0,1931.0,1956.0,1962.0,G,"July 24, 1931",,
410,Med Park,188.0,92.0,1933.0,1956.0,1960.0,G-F,"April 11, 1933",,
411,Richie Regan,188.0,81.0,1930.0,1956.0,1958.0,G,"November 30, 1930",,
412,Dick Ricketts,201.0,97.0,1933.0,1956.0,1958.0,F-C,"December 4, 1933",,
413,Bob Santini,196.0,86.0,1935.0,1956.0,1956.0,F,"February 17, 1935",,
414,Bob Schafer,190.0,88.0,1935.0,1956.0,1957.0,G,,,
415,Kenny Sears,206.0,89.0,1933.0,1956.0,1964.0,F,"August 17, 1933",,
416,Jack Stephens,190.0,83.0,1933.0,1956.0,1956.0,G-F,"May 18, 1933",,
417,Maurice Stokes*,201.0,105.0,1933.0,,,,,,
418,Jack Twyman*,198.0,95.0,1934.0,,,,,,
419,Bob Williams,198.0,104.0,1931.0,1956.0,1957.0,F,"May 12, 1931",,
420,Forest Able,190.0,81.0,1932.0,1957.0,1957.0,G,"July 27, 1932",,
421,Bob Armstrong,203.0,99.0,1933.0,1957.0,1957.0,C-F,"June 17, 1933",,
422,John Barber,198.0,95.0,1927.0,1957.0,1957.0,F,"June 27, 1927",,
423,Gary Bergen,203.0,95.0,1932.0,1957.0,1957.0,C,"July 16, 1932",,
424,Al Bianchi,190.0,83.0,1932.0,1957.0,1966.0,G,"March 26, 1932",,
425,Bob Burrow,201.0,103.0,1934.0,1957.0,1958.0,C-F,"June 29, 1934",,
426,Si Green,188.0,83.0,1933.0,1957.0,1966.0,G-F,"August 20, 1933",,
427,Richie Guerin*,193.0,88.0,1932.0,,,,,,
428,Cliff Hagan*,193.0,95.0,1931.0,,,,,,
429,Tom Heinsohn*,201.0,98.0,1934.0,,,,,,
430,Joe Holup,198.0,97.0,1934.0,1957.0,1959.0,F,"February 26, 1934",,
431,Bob Hopkins,203.0,92.0,1934.0,1957.0,1960.0,C-F,"November 3, 1934",,
432,Phil Jordon,208.0,92.0,1933.0,1957.0,1963.0,C-F,"September 12, 1933",,
433,Hal Lear,183.0,73.0,1935.0,1957.0,1957.0,G,"January 31, 1935",,
434,Slick Leonard*,190.0,83.0,1932.0,,,,,,
435,Johnny McCarthy,185.0,83.0,1934.0,1957.0,1964.0,G,"April 25, 1934",,
436,Willie Naulls,198.0,102.0,1934.0,1957.0,1966.0,F-C,"October 7, 1934",,
437,Jim Paxson,198.0,90.0,1932.0,1957.0,1958.0,F-G,"December 19, 1932",,
439,Dave Piontek,198.0,104.0,1934.0,1957.0,1963.0,F-C,"August 27, 1934",,
440,Jim Ray,185.0,81.0,1934.0,1957.0,1960.0,G,"January 12, 1934",,
441,Bill Russell*,208.0,97.0,1934.0,,,,,,
442,Ron Shavlik,203.0,90.0,1933.0,1957.0,1958.0,F,"December 4, 1933",,
443,Ron Sobie,190.0,83.0,1934.0,1957.0,1960.0,G,"September 21, 1934",,
444,Norm Stewart,196.0,92.0,1935.0,1957.0,1957.0,F,"January 20, 1935",,
445,Bill Thieben,201.0,97.0,1935.0,1957.0,1958.0,F-C,"March 28, 1935",,
446,Lou Tsioropoulos,196.0,86.0,1930.0,1957.0,1959.0,F,"August 31, 1930",,
447,Doug Bolstorff,193.0,88.0,1931.0,1958.0,1958.0,G,"October 29, 1931",,
448,George Brown,198.0,86.0,1935.0,1958.0,1958.0,F,"October 30, 1935",,
449,Dick Duckett,185.0,83.0,1933.0,1958.0,1958.0,G,"March 25, 1933",,
450,Pat Dunn,188.0,77.0,1931.0,1958.0,1958.0,G,"March 17, 1931",,
451,Bill Ebben,193.0,86.0,1935.0,1958.0,1958.0,G,"October 7, 1935",,
452,Bo Erias,190.0,99.0,1932.0,1958.0,1958.0,F,"July 30, 1932",,
453,Larry Friend,193.0,83.0,1935.0,1958.0,1958.0,G-F,"April 14, 1935",,
454,Hot Rod,193.0,83.0,1935.0,,,,,,
455,McCoy Ingram,203.0,95.0,1931.0,1958.0,1958.0,F,"August 31, 1931",,
456,Sam Jones*,193.0,89.0,1933.0,,,,,,
457,Jim Krebs,203.0,104.0,1935.0,1958.0,1964.0,C-F,"September 8, 1935",,
458,Brendan McCann,188.0,80.0,1935.0,1958.0,1960.0,G,"July 5, 1935",,
459,Worthy Patterson,188.0,79.0,1931.0,1958.0,1958.0,G,"June 17, 1931",,
460,Jerry Paulson,188.0,83.0,1935.0,1958.0,1958.0,G,"July 21, 1935",,
461,Ray Radziszewski,196.0,95.0,1935.0,1958.0,1958.0,F,"March 1, 1935",,
462,Lennie Rosenbluth,193.0,86.0,1933.0,1958.0,1959.0,F,"January 22, 1933",,
463,Woody Sauldsberry,201.0,99.0,1934.0,1958.0,1966.0,F-C,"July 11, 1934",,
464,Guy Sparrow,198.0,98.0,1932.0,1958.0,1960.0,F,"November 2, 1932",,
465,Charlie Tyra,203.0,104.0,1935.0,1958.0,1962.0,C-F,"August 16, 1935",,
466,Jim Walsh,193.0,88.0,1930.0,1958.0,1958.0,F,"August 29, 1930",,
467,Win Wilfong,188.0,83.0,1933.0,1958.0,1961.0,G-F,"March 18, 1933",,
468,Elgin Baylor*,196.0,102.0,1934.0,,,,,,
469,Jerry Bird,198.0,95.0,1935.0,1959.0,1959.0,F,"February 2, 1935",,
470,Bucky Bockhorn,193.0,90.0,1933.0,1959.0,1965.0,G,"July 8, 1933",,
471,Pete Brennan,198.0,92.0,1936.0,1959.0,1959.0,F,"September 23, 1936",,
472,Barney Cable,201.0,79.0,1935.0,1959.0,1964.0,F,"July 29, 1935",,
473,Archie Dees,203.0,92.0,1936.0,1959.0,1962.0,F-C,"February 22, 1936",,
474,Connie Dierking,206.0,100.0,1936.0,1959.0,1971.0,C-F,"October 2, 1936",,
475,Boo Ellis,196.0,83.0,1936.0,1959.0,1960.0,F,"February 11, 1936",,
476,Wayne Embry*,203.0,108.0,1937.0,,,,,,
477,Mike Farmer,201.0,95.0,1936.0,1959.0,1966.0,F,"September 26, 1936",,
478,Dave Gambee,198.0,97.0,1937.0,1959.0,1970.0,F,"April 16, 1937",,
479,Hal Greer*,188.0,79.0,1936.0,,,,,,
480,Steve Hamilton,198.0,86.0,1935.0,1959.0,1960.0,F-C,"November 30, 1935",,
481,Vern Hatton,190.0,88.0,1936.0,1959.0,1962.0,G,"January 13, 1936",,
482,Andy Johnson,196.0,97.0,1932.0,1959.0,1962.0,F-G,"November 8, 1932",,
483,K.C. Jones*,196.0,97.0,1932.0,,,,,,
484,Tommy Kearns,180.0,83.0,1936.0,1959.0,1959.0,G,"October 6, 1936",,
485,Shellie McMillon,196.0,92.0,1936.0,1959.0,1962.0,F,"March 11, 1936",,
486,Jim Palmer,203.0,101.0,1933.0,1959.0,1961.0,F-C,"June 8, 1933",,
487,Jack Parr,206.0,99.0,1936.0,1959.0,1959.0,C,"March 13, 1936",,
488,Hub Reed,206.0,97.0,1936.0,1959.0,1965.0,C-F,"October 4, 1936",,
489,Guy Rodgers*,183.0,83.0,1935.0,,,,,,
490,Phil Rollins,188.0,83.0,1934.0,1959.0,1961.0,G,"January 19, 1934",,
491,Larry Staverman,201.0,92.0,1936.0,1959.0,1964.0,F,"October 11, 1936",,
492,Bennie Swain,203.0,99.0,1933.0,1959.0,1959.0,F,"December 16, 1933",,
493,Gary Alcorn,206.0,102.0,1936.0,1960.0,1961.0,C,"October 8, 1936",,
494,Bob Anderegg,190.0,90.0,1937.0,1960.0,1960.0,F-G,"August 24, 1937",,
495,Dick Barnett,193.0,86.0,1936.0,1960.0,1974.0,G-F,"October 2, 1936",,
496,Whitey Bell,183.0,81.0,1932.0,1960.0,1961.0,G,"September 13, 1932",,
497,Wilt Chamberlain*,216.0,124.0,1936.0,,,,,,
498,Bob Ferry,203.0,104.0,1937.0,1960.0,1969.0,C-F,"May 31, 1937",,
499,Johnny Green,196.0,90.0,1933.0,1960.0,1973.0,F-C,"December 8, 1933",,
500,Gene Guarilia,196.0,99.0,1937.0,1960.0,1963.0,F,"September 13, 1937",,
501,Tom Hawkins,196.0,95.0,1936.0,1960.0,1969.0,F,"December 22, 1936",,
502,Bailey Howell*,201.0,95.0,1937.0,,,,,,
503,Maury King,188.0,88.0,1935.0,1960.0,1963.0,G,"March 12, 1935",,
504,Rudy LaRusso,201.0,99.0,1937.0,1960.0,1969.0,F-C,"November 11, 1937",,
505,Nick Mantis,190.0,86.0,1935.0,1960.0,1963.0,G,"December 7, 1935",,
506,Cal Ramsey,193.0,90.0,1937.0,1960.0,1961.0,F,"July 13, 1937",,
507,John Richter,206.0,102.0,1937.0,1960.0,1960.0,F,"March 12, 1937",,
508,Joe Ruklick,206.0,99.0,1938.0,1960.0,1962.0,F-C,"August 3, 1938",,
509,Bobby Smith,193.0,86.0,1937.0,1960.0,1962.0,G,"August 20, 1937",,
510,Wayne Stevens,190.0,83.0,1936.0,1960.0,1960.0,F,"June 19, 1936",,
511,Tony Windis,185.0,72.0,1933.0,1960.0,1960.0,G,"January 27, 1933",,
512,Al Attles,183.0,79.0,1936.0,1961.0,1971.0,G,"November 7, 1936",,
513,Bob Boozer,203.0,97.0,1937.0,1961.0,1971.0,F,"April 26, 1937",,
514,Dave Budd,198.0,92.0,1938.0,1961.0,1965.0,F,"October 28, 1938",,
515,Ralph Davis,193.0,81.0,1938.0,1961.0,1962.0,G,"September 7, 1938",,
516,Swede Halbrook,221.0,106.0,1933.0,1961.0,1962.0,C,"January 30, 1933",,
517,Darrall Imhoff,208.0,99.0,1938.0,1961.0,1972.0,C,"October 11, 1938",,
518,Ron Johnson,203.0,97.0,1938.0,1961.0,1961.0,F,"July 20, 1938",,
519,Howie Jolliff,203.0,97.0,1938.0,1961.0,1963.0,F-C,"July 20, 1938",,
520,Willie Jones,190.0,83.0,1936.0,1961.0,1965.0,G,"June 29, 1936",,
521,Pickles Kennedy,180.0,81.0,1938.0,1961.0,1961.0,G,"May 17, 1938",,
522,Fred LaCour,196.0,95.0,1938.0,1961.0,1963.0,G-F,"February 7, 1938",,
523,George Lee,193.0,90.0,1936.0,1961.0,1968.0,F-G,"November 23, 1936",,
524,Bob McNeill,185.0,77.0,1938.0,1961.0,1962.0,G,"October 22, 1938",,
525,Jackie Moreland,201.0,97.0,1938.0,1961.0,1970.0,F-G,"March 11, 1938",,
526,Don Ohl,190.0,86.0,1936.0,1961.0,1970.0,G,"April 18, 1936",,
527,Joe Roberts,198.0,97.0,1936.0,1961.0,1968.0,F,"May 18, 1936",,
528,Oscar Robertson*,196.0,92.0,1938.0,,,,,,
529,Tom Sanders*,198.0,95.0,1938.0,,,,,,
530,Jerry West*,188.0,79.0,1938.0,,,,,,
531,Lenny Wilkens*,185.0,81.0,1937.0,,,,,,
532,Stacey Arceneaux,193.0,95.0,1936.0,1962.0,1962.0,F,"February 17, 1936",,
533,Walt Bellamy*,211.0,102.0,1939.0,,,,,,
534,George Blaney,185.0,79.0,1939.0,1962.0,1962.0,G,"November 12, 1939",,
535,George Bon,185.0,79.0,1939.0,,,,,,
536,Joe Buckhalter,201.0,95.0,1937.0,1962.0,1963.0,F,"August 1, 1937",,
537,Cleveland Buckner,206.0,95.0,1938.0,1962.0,1963.0,F-C,"August 17, 1938",,
538,Ed Burton,198.0,102.0,1939.0,1962.0,1965.0,F,"August 13, 1939",,
539,Donnie Butcher,188.0,90.0,1936.0,1962.0,1966.0,G,"February 8, 1936",,
540,Al Butler,188.0,79.0,1938.0,1962.0,1965.0,G,"July 9, 1938",,
541,Howie Carl,175.0,72.0,1938.0,1962.0,1962.0,G,"June 7, 1938",,
542,Jimmy Darrow,178.0,77.0,1937.0,1962.0,1962.0,G,"September 25, 1937",,
543,Johnny Egan,180.0,81.0,1939.0,1962.0,1972.0,G,"January 31, 1939",,
544,Rich Eichhorst,180.0,81.0,1939.0,1962.0,1962.0,G,"October 21, 1933",,
545,Cleo Hill,185.0,83.0,1938.0,1962.0,1962.0,G,"May 24, 1938",,
546,Ron Horn,201.0,99.0,1938.0,1962.0,1968.0,F,"May 24, 1938",,
547,Doug Kistler,206.0,95.0,1938.0,1962.0,1962.0,F,"March 21, 1938",,
548,York Larese,193.0,83.0,1938.0,1962.0,1962.0,G,"July 18, 1938",,
549,Ted Luckenbill,198.0,92.0,1939.0,1962.0,1963.0,F,"July 27, 1939",,
550,Whitey Martin,188.0,83.0,1939.0,1962.0,1962.0,G,"April 11, 1939",,
551,Tom Meschery,198.0,97.0,1938.0,1962.0,1971.0,F,"October 26, 1938",,
552,Paul Neumann,185.0,79.0,1938.0,1962.0,1967.0,G,"January 30, 1938",,
553,Bevo Nordmann,208.0,102.0,1939.0,1962.0,1965.0,C,"December 11, 1939",,
554,Chuck Osborne,198.0,95.0,1939.0,1962.0,1962.0,F,"January 21, 1939",,
555,Gary Phillips,190.0,85.0,1939.0,1962.0,1966.0,G,"December 7, 1939",,
556,Frank Radovich,203.0,106.0,1938.0,1962.0,1962.0,F,"March 3, 1938",,
557,Ray Scott,206.0,97.0,1938.0,1962.0,1972.0,F-C,"July 12, 1938",,
558,Lee Shaffer,201.0,99.0,1939.0,1962.0,1964.0,F,"February 23, 1939",,
559,Bob Sims,196.0,99.0,1938.0,1962.0,1968.0,G-F,"October 9, 1938",,
560,Adrian Smith,185.0,81.0,1936.0,1962.0,1972.0,G,"October 5, 1936",,
561,Bill Smith,196.0,86.0,1939.0,1962.0,1962.0,G-F,"April 26, 1939",,
562,Sam Stith,188.0,83.0,1937.0,1962.0,1962.0,G,"July 22, 1937",,
563,Horace Walker,190.0,95.0,1937.0,1962.0,1962.0,F,"April 17, 1937",,
564,Bob Wiesenhahn,193.0,97.0,1938.0,1962.0,1962.0,F,"December 22, 1938",,
565,Wayne Yates,203.0,106.0,1937.0,1962.0,1962.0,C,"November 7, 1937",,
566,Dave Zeller,185.0,79.0,1939.0,1962.0,1962.0,G,"June 8, 1939",,
567,John Barnhill,185.0,81.0,1938.0,1963.0,1972.0,G,"March 20, 1938",,
568,Zelmo Beaty*,206.0,102.0,1939.0,,,,,,
569,Bill Bridges,198.0,103.0,1939.0,1963.0,1975.0,F-C,"April 4, 1939",,
570,Len Chappell,203.0,108.0,1941.0,1963.0,1972.0,F-C,"January 31, 1941",,
571,Johnny Cox,193.0,81.0,1936.0,1963.0,1963.0,G,"November 1, 1936",,
572,Dave DeBusschere*,198.0,99.0,1940.0,,,,,,
573,Terry Dischinger,201.0,85.0,1940.0,1963.0,1973.0,F-G,"November 21, 1940",,
574,Danny Doyle,203.0,90.0,1940.0,1963.0,1963.0,F,"February 6, 1940",,
575,Bob Duffy,193.0,79.0,1922.0,1947.0,1947.0,F,"July 5, 1922",,
577,Leroy Ellis,208.0,95.0,1940.0,1963.0,1976.0,C-F,"March 10, 1940",,
578,Dave Fedor,198.0,86.0,1940.0,1963.0,1963.0,F,"December 10, 1940",,
579,Jack Foley,190.0,77.0,1939.0,1963.0,1963.0,F,"April 19, 1939",,
580,Dave Gunther,201.0,86.0,1937.0,1963.0,1963.0,F,"July 22, 1937",,
581,Charlie Hardnett,203.0,102.0,1938.0,1963.0,1965.0,F-C,"September 13, 1938",,
582,John Havlicek*,196.0,92.0,1940.0,,,,,,
583,Wayne Hightower,203.0,87.0,1940.0,1963.0,1972.0,F-C,"January 14, 1940",,
584,Paul Hogue,203.0,87.0,1940.0,1963.0,1964.0,C,"April 28, 1940",,
585,Kevin Loughery,190.0,86.0,1940.0,1963.0,1973.0,G,"March 28, 1940",,
586,Bill McGill,206.0,102.0,1939.0,1963.0,1970.0,C-F,"September 16, 1939",,
587,Porter Meriwether,188.0,81.0,1940.0,1963.0,1963.0,G,"March 16, 1940",,
588,Howie Montgomery,196.0,99.0,1940.0,1963.0,1963.0,F,"August 22, 1940",,
589,Don Nelson*,198.0,95.0,1940.0,,,,,,
590,Mel Nowell,188.0,77.0,1939.0,1963.0,1968.0,G,"December 27, 1939",,
591,Bud Olsen,203.0,99.0,1940.0,1963.0,1970.0,F-C,"July 25, 1940",,
592,John Rudometkin,198.0,92.0,1940.0,1963.0,1965.0,F,"June 6, 1940",,
593,Jeff Slade,198.0,99.0,1941.0,1963.0,1963.0,F,"March 1, 1941",,
594,Tom Stith,196.0,95.0,1939.0,1963.0,1963.0,F,"January 21, 1939",,
595,Dan Swartz,193.0,97.0,1934.0,1963.0,1963.0,F,"December 23, 1934",,
596,Dan Tieman,183.0,83.0,1940.0,1963.0,1963.0,G,"November 30, 1940",,
597,Gene Tormohlen,183.0,83.0,1940.0,1963.0,1970.0,C-F,"May 12, 1937",,
598,Chico Vaughn,188.0,86.0,1940.0,1963.0,1970.0,G,"February 19, 1940",,
599,Chet Walker*,198.0,96.0,1940.0,,,,,,
600,Ben Warley,196.0,90.0,1936.0,1963.0,1970.0,F-G,"September 4, 1936",,
601,Ralph Wells,185.0,81.0,1940.0,1963.0,1963.0,G,"September 3, 1940",,
602,Hubie White,193.0,92.0,1940.0,1963.0,1971.0,G-F,"January 26, 1940",,
603,Gene Wiley,208.0,95.0,1937.0,1963.0,1968.0,C,"November 12, 1937",,
604,Jay Arnette,188.0,79.0,1938.0,1964.0,1966.0,G,"December 19, 1938",,
605,Larry Comley,196.0,95.0,1939.0,1964.0,1964.0,G,"August 17, 1939",,
606,Mel Gibson,190.0,81.0,1940.0,1964.0,1964.0,G,"December 30, 1940",,
607,Jerry Greenspan,196.0,88.0,1941.0,1964.0,1965.0,F,"November 22, 1941",,
608,Reggie Harding,213.0,112.0,1942.0,1964.0,1968.0,C,"May 4, 1942",,
609,Jerry Harkness,188.0,79.0,1940.0,1964.0,1969.0,G,"May 7, 1940",,
610,Art Heyman,196.0,92.0,1941.0,1964.0,1970.0,F-G,"June 24, 1941",,
611,Gary Hill,193.0,83.0,1941.0,1964.0,1965.0,G,"October 7, 1941",,
612,Tom Hoover,206.0,104.0,1941.0,1964.0,1969.0,C,"January 23, 1941",,
613,Gus Johnson*,198.0,104.0,1938.0,,,,,,
614,Jim King,188.0,79.0,1941.0,1964.0,1973.0,G,"February 7, 1941",,
615,Don Kojis,196.0,97.0,1939.0,1964.0,1975.0,F,"January 15, 1939",,
616,Jerry Lucas*,203.0,104.0,1940.0,,,,,,
617,Eddie Miles,193.0,88.0,1940.0,1964.0,1972.0,G-F,"July 5, 1940",,
618,Mel Peterson,193.0,83.0,1938.0,1964.0,1970.0,G-F,"March 23, 1938",,
619,Ken Rohloff,183.0,88.0,1939.0,1964.0,1964.0,G,"April 18, 1939",,
620,Larry Siegfried,190.0,86.0,1939.0,1964.0,1972.0,F,"May 22, 1939",,
621,Roger Strickland,196.0,90.0,1940.0,1964.0,1964.0,F,"September 4, 1940",,
